code,flightnum,depicao,arricao,route,aircraft,flightlevel,distance,deptime,arrtime,flighttime,notes,price,flighttype,daysofweek,enabled
CSN,3476,ZUUU,ZGGG,,B-1087,37000,,12:35,14:55,2:20,,136,P,1234560,1
CSN,3477,ZGGG,ZUNZ,,B-6202,38000,,23:15,3:05,3:50,,191,P,40,1
CSN,3478,ZUNZ,ZGGG,,B-6202,37000,,4:00,7:30,3:30,,191,P,15,1
CSN,3479,ZHCC,ZUCK,,B-5233,38000,,1:25,3:25,2:00,,111,P,1234560,1
CSN,3480,ZUCK,ZHCC,,B-5233,37000,,4:45,6:30,1:45,,111,P,1234560,1
CSN,3481 (1),ZGGG,ZPDL,,B-6201,38000,,23:20,2:35,3:15,,144,P,124560,1
CSN,3481 (2),ZGGG,ZPDL,,B-6201,38000,,23:25,2:35,3:10,,144,P,3,1
CSN,3482 (1),ZPDL,ZGGG,,B-6200,37000,,3:35,6:05,2:30,,144,P,1350,1
CSN,3482 (2),ZPDL,ZGGG,,B-6200,37000,,3:35,5:45,2:10,,144,P,26,1
CSN,3482 (3),ZPDL,ZGGG,,B-6200,37000,,3:35,6:10,2:35,,144,P,4,1
CSN,3483,ZGGG,ZUUU,,B-6203,38000,,9:30,12:05,2:35,,136,P,1234560,1
CSN,3484,ZUUU,ZGGG,,B-6203,37000,,13:35,15:55,2:20,,136,P,1234560,1
CSN,3485,ZGGG,ZUCK,,B-6775,38000,,11:00,13:20,2:20,,118,P,1234560,1
CSN,3486,ZUCK,ZGGG,,B-6775,37000,,14:35,16:50,2:15,,118,P,1234560,1
CSN,3489,ZGGG,ZPPP,,B-6623,38000,,10:30,13:05,2:35,,126,P,1234560,1
CSN,3490,ZPPP,ZGGG,,B-5193,37000,,14:20,16:40,2:20,,126,P,1234560,1
CSN,3491,ZGGG,ZPDL,,B-6409,38000,,0:45,4:00,3:15,,144,P,1234560,1
CSN,3492,ZPDL,ZGGG,,B-6409,37000,,4:50,7:05,2:15,,144,P,1234560,1
CSN,3493 (1),ZGGG,ZPPP,,B-30AJ,38000,,1:15,3:45,2:30,,126,P,1350,1
CSN,3493 (2),ZGGG,ZPPP,,B-30AJ,38000,,1:15,3:55,2:40,,126,P,246,1
CSN,3494 (1),ZPPP,ZGGG,,B-6201,37000,,5:50,7:55,2:05,,126,P,234560,1
CSN,3494 (2),ZPPP,ZGGG,,B-6201,37000,,5:50,8:05,2:15,,126,P,1,1
CSN,3495,ZHCC,ZPPP,,B-5040,38000,,0:30,3:35,3:05,,154,P,1234560,1
CSN,3496,ZPPP,ZHCC,,B-5040,37000,,4:40,7:20,2:40,,154,P,1234560,1
CSN,3497 (1),ZGGG,ZPPP,,B-30F7,38000,,22:55,1:35,2:40,,126,P,13456,1
CSN,3497 (2),ZGGG,ZPPP,,B-30F7,38000,,23:00,1:35,2:35,,126,P,20,1
CSN,3498 (1),ZPPP,ZGGG,,B-30F7,37000,,2:45,4:50,2:05,,126,P,12356,1
CSN,3498 (2),ZPPP,ZGGG,,B-30F7,37000,,2:40,4:50,2:10,,126,P,40,1
CSN,3499,ZGGG,ZPPP,,B-5236,38000,,8:35,11:10,2:35,,126,P,1234560,1
CSN,3500,ZPPP,ZGGG,,B-6200,37000,,12:30,14:45,2:15,,126,P,1234560,1
CSN,3501,ZGGG,ZSHC,,B-2726,37000,,7:10,9:10,2:00,,123,P,1234560,1
CSN,3502 (1),ZSHC,ZGGG,,B-2726,38000,,10:35,13:00,2:25,,123,P,1350,1
CSN,3502 (2),ZSHC,ZGGG,,B-2726,38000,,10:35,12:55,2:20,,123,P,246,1
CSN,3503,ZGGG,ZSSS,,B-32AV,37000,,8:00,10:10,2:10,,133,P,1234560,1
CSN,3504,ZSSS,ZGGG,,B-32AV,38000,,12:05,14:35,2:30,,133,P,1234560,1
CSN,3505,ZSPD,ZGGG,,B-2048,38000,,10:00,12:45,2:45,,135,P,1234560,1
CSN,3506,ZGGG,ZSPD,,B-8993,37000,,1:00,3:20,2:20,,135,P,1234560,1
CSN,3507,ZGGG,ZSNJ,,B-303W,37000,,8:40,11:00,2:20,,126,P,1234560,1
CSN,3508,ZSNJ,ZGGG,,B-6272,38000,,12:10,14:35,2:25,,126,P,1234560,1
CSN,3509,ZGGG,ZSJN,,B-5193,37000,,1:05,3:50,2:45,,159,P,1234560,1
CSN,3510 (1),ZSJN,ZGGG,,B-5193,38000,,5:00,7:45,2:45,,159,P,12340,1
CSN,3510 (2),ZSJN,ZGGG,,B-5193,38000,,5:45,8:35,2:50,,159,P,56,1
CSN,3511,ZGGG,ZSHC,,B-306K,37000,,5:10,7:10,2:00,,123,P,1234560,1
CSN,3512,ZSHC,ZGGG,,B-1087,38000,,8:35,10:55,2:20,,123,P,1234560,1
CSN,3513,ZGGG,ZSNJ,,B-6389,37000,,23:40,1:55,2:15,,126,P,1234560,1
CSN,3514,ZSNJ,ZGGG,,B-6389,38000,,3:15,5:30,2:15,,126,P,1234560,1
CSN,3515,ZJHK,ZSPD,,B-6663,37000,,0:20,3:10,2:50,,169,P,1234560,1
CSN,3516,ZSPD,ZJHK,,B-6663,38000,,4:40,8:00,3:20,,169,P,1234560,1
CSN,3517,ZGGG,ZSNB,,B-1090,37000,,3:50,6:00,2:10,,126,P,1234560,1
CSN,3518,ZSNB,ZGGG,,B-1090,38000,,7:00,9:20,2:20,,126,P,1234560,1
CSN,3519,ZGGG,ZSQD,,B-1090,37000,,6:35,9:40,3:05,,161,P,1234560,1
CSN,3520,ZSQD,ZGGG,,B-301J,38000,,10:40,14:15,3:35,,161,P,1234560,1
CSN,3521,ZGGG,ZSHC,,B-32CR,37000,,0:10,2:10,2:00,,123,P,1234560,1
CSN,3522,ZSHC,ZGGG,,B-32CR,38000,,3:35,6:00,2:25,,123,P,1234560,1
CSN,3523,ZGGG,ZSSS,,B-301A,37000,,0:00,2:10,2:10,,133,P,1234560,1
CSN,3524,ZSSS,ZGGG,,B-5586,38000,,3:50,6:25,2:35,,133,P,1234560,1
CSN,3525,ZGGG,ZSSS,,B-8849,37000,,5:00,7:10,2:10,,133,P,1234560,1
CSN,3526,ZSSS,ZGGG,,B-20DM,38000,,8:50,11:30,2:40,,133,P,1234560,1
CSN,3527,ZGGG,ZSWZ,,B-306K,37000,,8:15,10:10,1:55,,114,P,1234560,1
CSN,3528,ZSWZ,ZGGG,,B-1087,38000,,11:10,13:15,2:05,,114,P,1234560,1
CSN,3529,ZSPD,ZGGG,,B-8966,38000,,0:00,2:40,2:40,,135,P,1234560,1
CSN,3530,ZGGG,ZSPD,,B-2048,37000,,3:45,5:50,2:05,,135,P,1234560,1
CSN,3531,ZGGG,ZSSS,,B-1092,37000,,2:00,4:10,2:10,,133,P,1234560,1
CSN,3532,ZSSS,ZGGG,,B-1092,38000,,5:50,8:25,2:35,,133,P,1234560,1
CSN,3533,ZGGG,ZSSS,,B-1089,37000,,23:00,1:10,2:10,,133,P,1234560,1
CSN,3534,ZSSS,ZGGG,,B-30FW,38000,,2:50,5:25,2:35,,133,P,1234560,1
CSN,3535,ZGGG,ZSQD,,B-1090,37000,,4:55,8:00,3:05,,161,P,1234560,1
CSN,3536,ZSQD,ZGGG,,B-30CD,38000,,9:00,12:25,3:25,,161,P,1234560,1
CSN,3537,ZGGG,ZSSS,,B-8993,37000,,3:00,5:10,2:10,,133,P,1234560,1
CSN,3538,ZSSS,ZGGG,,B-8993,38000,,6:50,9:25,2:35,,133,P,1234560,1
CSN,3539,ZGGG,ZSSS,,B-2736,37000,,4:00,6:10,2:10,,133,P,1234560,1
CSN,3540,ZSSS,ZGGG,,B-6782,38000,,7:50,10:35,2:45,,133,P,1234560,1
CSN,3541,ZHHH,ZPPP,,B-5192,38000,,13:20,15:45,2:25,,140,P,1234560,1
CSN,3542,ZPPP,ZHHH,,B-1737,37000,,0:15,2:25,2:10,,140,P,1234560,1
CSN,3543 (1),ZHHH,ZSPD,,B-5070,31000,,11:10,12:50,1:40,,101,P,123460,1
CSN,3543 (2),ZHHH,ZSPD,,B-5070,31000,,11:10,13:00,1:50,,101,P,5,1
CSN,3544 (1),ZSPD,ZHHH,,B-5070,32000,,14:15,16:10,1:55,,101,P,123560,1
CSN,3544 (2),ZSPD,ZHHH,,B-5070,32000,,13:50,15:50,2:00,,101,P,4,1
CSN,3545,ZGGG,ZSSS,,B-32CR,37000,,9:00,11:20,2:20,,133,P,1234560,1
CSN,3546,ZSSS,ZGGG,,B-8368,38000,,12:50,15:25,2:35,,133,P,1234560,1
CSN,3547,ZGGG,ZSSS,,B-306L,37000,,11:00,13:15,2:15,,133,P,1234560,1
CSN,3548,ZSSS,ZGGG,,B-306L,38000,,1:50,4:25,2:35,,133,P,1234560,1
CSN,3549,ZSPD,ZGGG,,B-8548,38000,,22:55,1:35,2:40,,135,P,1234560,1
CSN,3550,ZGGG,ZSPD,,B-8641,37000,,2:45,5:05,2:20,,135,P,1234560,1
CSN,3551,ZGSZ,ZSSS,,B-30E7,37000,,4:00,6:20,2:20,,135,P,1234560,1
CSN,3552 (1),ZSSS,ZGSZ,,B-30ED,38000,,7:30,10:00,2:30,,135,P,123560,1
CSN,3552 (2),ZSSS,ZGSZ,,B-30ED,38000,,7:30,9:50,2:20,,135,P,4,1
CSN,3553,ZGSZ,ZSSS,,B-8363,37000,,1:00,3:15,2:15,,135,P,1234560,1
CSN,3554,ZSSS,ZGSZ,,B-8363,38000,,4:35,7:00,2:25,,135,P,1234560,1
CSN,3555 (1),ZYCC,ZJHK,,B-6813,38000,,4:30,9:35,5:05,,262,P,135,1
CSN,3555 (2),ZYCC,ZJHK,,B-6813,38000,,5:00,10:00,5:00,,262,P,2,1
CSN,3556,ZJHK,ZYCC,,B-6813,37000,,11:00,15:45,4:45,,262,P,1235,1
CSN,3557,ZGSZ,ZSSS,,B-30ED,37000,,6:30,8:40,2:10,,135,P,1234560,1
CSN,3558,ZSSS,ZGSZ,,B-30EV,38000,,9:55,12:25,2:30,,135,P,1234560,1
CSN,3559,ZGSZ,ZSNJ,,B-1697,37000,,0:10,2:20,2:10,,129,P,1234560,1
CSN,3560,ZSNJ,ZGSZ,,B-1697,38000,,3:35,6:10,2:35,,129,P,1234560,1
CSN,3561,ZGSZ,ZSSS,,B-306M,37000,,5:30,7:50,2:20,,135,P,1234560,1
CSN,3562,ZSSS,ZGSZ,,B-6687,38000,,8:55,11:30,2:35,,135,P,1234560,1
CSN,3563,ZGSZ,ZSSS,,B-8365,37000,,8:00,10:10,2:10,,135,P,1234560,1
CSN,3564,ZSSS,ZGSZ,,B-8365,38000,,11:30,13:55,2:25,,135,P,1234560,1
CSN,3565,ZGSZ,ZSOF,,B-30AA,37000,,7:00,9:15,2:15,,126,P,1234560,1
CSN,3566 (1),ZSOF,ZGSZ,,B-30AA,38000,,10:35,13:00,2:25,,126,P,1350,1
CSN,3566 (2),ZSOF,ZGSZ,,B-30AA,38000,,10:35,12:55,2:20,,126,P,246,1
CSN,3567,ZSSS,ZGSZ,,B-6356,38000,,14:25,16:55,2:30,,135,P,1234560,1
CSN,3568,ZGSZ,ZSSS,,B-6661,37000,,22:45,0:45,2:00,,135,P,1234560,1
CSN,3569,ZGSZ,ZSHC,,B-30F8,37000,,0:35,2:30,1:55,,126,P,1234560,1
CSN,3570 (1),ZSHC,ZGSZ,,B-30F8,38000,,3:45,6:00,2:15,,126,P,123456,1
CSN,3570 (2),ZSHC,ZGSZ,,B-30F8,38000,,3:45,6:05,2:20,,126,P,0,1
CSN,3571,ZGGG,ZSSS,,B-6775,37000,,7:00,9:10,2:10,,133,P,1234560,1
CSN,3572,ZSSS,ZGGG,,B-8640,38000,,11:05,13:40,2:35,,133,P,1234560,1
CSN,3573,ZGGG,ZSQD,,B-5720,37000,,8:25,11:30,3:05,,161,P,1234560,1
CSN,3574,ZSQD,ZGGG,,B-5720,38000,,12:30,15:40,3:10,,161,P,1234560,1
CSN,3575 (1),ZGSZ,ZSSS,,B-6356,37000,,11:00,13:10,2:10,,135,P,1350,1
CSN,3575 (2),ZGSZ,ZSSS,,B-6356,37000,,11:00,13:05,2:05,,135,P,246,1
CSN,3576,ZSSS,ZGSZ,,B-6661,38000,,2:05,4:30,2:25,,135,P,1234560,1
CSN,3577,ZGSZ,ZSNJ,,B-6630,37000,,9:50,12:00,2:10,,129,P,1234560,1
CSN,3578,ZSNJ,ZGSZ,,B-6630,38000,,13:00,15:30,2:30,,129,P,1234560,1
CSN,3579 (1),ZHHH,ZSPD,,B-5070,31000,,7:00,8:45,1:45,,101,P,12560,1
CSN,3579 (2),ZHHH,ZSPD,,B-5070,31000,,6:55,8:45,1:50,,101,P,34,1
CSN,3580,ZSPD,ZHHH,,B-5070,32000,,10:15,12:20,2:05,,101,P,1234560,1
CSN,3581,ZGGG,ZSSS,,B-6531,37000,,10:00,12:10,2:10,,133,P,123450,1
CSN,3582,ZSSS,ZGGG,,B-306J,38000,,13:50,16:15,2:25,,133,P,25,1
CSN,3583,ZGSZ,ZBYN,,B-6356,38000,,3:05,6:15,3:10,,168,P,1234560,1
CSN,3584,ZBYN,ZGSZ,,B-6356,37000,,7:10,10:15,3:05,,168,P,1234560,1
CSN,3585,ZSPD,ZGGG,,B-2007,38000,,14:30,17:05,2:35,,135,P,1234560,1
CSN,3586,ZGGG,ZSPD,,B-2048,37000,,10:45,13:15,2:30,,135,P,1234560,1
CSN,3587,ZGSZ,ZSSS,,B-8363,37000,,9:00,11:15,2:15,,135,P,1234560,1
CSN,3588,ZSSS,ZGSZ,,B-8363,38000,,12:30,14:55,2:25,,135,P,1234560,1
CSN,3589,ZGSZ,ZSSS,,B-6978,37000,,13:00,15:20,2:20,,135,P,1234560,1
CSN,3590,ZSSS,ZGSZ,,B-6978,38000,,23:55,2:30,2:35,,135,P,1234560,1
CSN,3591,ZHCC,ZSPD,,B-1979,37000,,0:15,2:10,1:55,,109,P,1234560,1
CSN,3592,ZSPD,ZHCC,,B-1923,38000,,3:20,5:35,2:15,,109,P,1234560,1
CSN,3593,ZHCC,ZSPD,,B-1980,37000,,7:50,9:50,2:00,,109,P,1234560,1
CSN,3594,ZSPD,ZHCC,,B-1923,38000,,11:15,13:25,2:10,,109,P,1234560,1
CSN,3595,ZGGG,ZSSS,,B-2406,37000,,12:00,14:15,2:15,,133,P,1234560,1
CSN,3596,ZSSS,ZGGG,,B-8849,38000,,0:50,3:25,2:35,,133,P,1234560,1
CSN,3599,ZGGG,ZSNJ,,B-1092,37000,,2:25,4:40,2:15,,126,P,1234560,1
CSN,3600,ZSNJ,ZGGG,,B-303Y,38000,,5:55,8:20,2:25,,126,P,1234560,1
CSN,3601,ZGGG,ZYTX,,B-305C,37000,,12:50,16:30,3:40,,207,P,1234560,1
CSN,3602,ZYTX,ZGGG,,B-305C,38000,,7:35,11:45,4:10,,207,P,1234560,1
CSN,3603,ZYTL,ZGGG,,B-6908,38000,,5:05,8:50,3:45,,183,P,1234560,1
CSN,3604,ZGGG,ZYTL,,B-6908,37000,,10:10,13:35,3:25,,183,P,1234560,1
CSN,3605 (A),ZYYJ,ZYCC,,B-9931,24000,,0:00,1:05,1:05,,74,P,1234560,1
CSN,3605 (B),ZYCC,ZGGG,,B-9931,38000,,2:00,6:30,4:30,,230,P,1234560,1
CSN,3606 (1A),ZGGG,ZYCC,,B-9931,37000,,7:50,12:05,4:15,,230,P,1234560,1
CSN,3606 (1B),ZYCC,ZYYJ,,B-9931,23000,,13:00,14:00,1:00,,74,P,1350,1
CSN,3606 (2A),ZYCC,ZYYJ,,B-9931,23000,,12:55,13:55,1:00,,74,P,246,1
CSN,3607,ZYTL,ZGGG,,B-1829,38000,,6:30,10:20,3:50,,183,P,1234560,1
CSN,3608,ZGGG,ZYTL,,B-1829,37000,,11:25,14:45,3:20,,183,P,1234560,1
CSN,3609,ZGGG,ZSQD,,B-5147,37000,,0:20,3:15,2:55,,161,P,13560,1
CSN,3610,ZSQD,ZGGG,,B-301H,38000,,4:15,7:40,3:25,,161,P,13560,1
CSN,3611 (A),ZGSZ,ZYTX,,B-1690,37000,,2:30,6:10,3:40,,211,P,26,1
CSN,3611 (B),ZYTX,ZYDQ,,B-6910,31000,,7:05,8:40,1:35,,90,P,26,1
CSN,3612 (A),ZYDQ,ZYTX,,B-1690,32000,,9:45,11:15,1:30,,90,P,26,1
CSN,3612 (B),ZYTX,ZGSZ,,B-6661,38000,,12:15,16:45,4:30,,211,P,26,1
CSN,3613,ZGSZ,ZYCC,,B-30EV,37000,,3:50,7:55,4:05,,233,P,1234560,1
CSN,3614,ZYCC,ZGSZ,,B-30EV,38000,,9:20,14:30,5:10,,233,P,1234560,1
CSN,3615,ZGGG,ZYHB,,B-6737,37000,,23:45,3:55,4:10,,242,P,1234560,1
CSN,3616,ZYHB,ZGGG,,B-306J,38000,,5:25,10:10,4:45,,242,P,1234560,1
CSN,3617,ZGGG,ZSOF,,B-325D,37000,,1:45,4:05,2:20,,122,P,1234560,1
CSN,3618,ZSOF,ZGGG,,B-325D,38000,,5:00,7:15,2:15,,122,P,1234560,1
CSN,3619,ZHCC,ZUCK,,B-2622,38000,,11:30,13:30,2:00,,111,P,1234560,1
CSN,3620,ZUCK,ZHCC,,B-2622,37000,,1:35,3:20,1:45,,111,P,1234560,1
CSN,3621,ZGSZ,ZUUU,,B-6978,38000,,0:40,3:20,2:40,,143,P,1234560,1
CSN,3622 (1),ZUUU,ZGSZ,,B-6978,37000,,4:35,6:55,2:20,,143,P,2350,1
CSN,3622 (2),ZUUU,ZGSZ,,B-6978,37000,,4:35,7:05,2:30,,143,P,146,1
CSN,3623 (1),ZGGG,ZYHB,,B-6737,37000,,6:05,10:20,4:15,,242,P,1350,1
CSN,3623 (2),ZGGG,ZYHB,,B-6737,37000,,6:05,10:30,4:25,,242,P,246,1
CSN,3624,ZYHB,ZGGG,,B-6680,38000,,11:30,16:15,4:45,,242,P,1234560,1
CSN,3625,ZGSZ,ZSSS,,B-30EC,37000,,23:30,1:40,2:10,,135,P,1234560,1
CSN,3626,ZSSS,ZGSZ,,B-30EV,38000,,2:55,5:25,2:30,,135,P,1234560,1
CSN,3627,ZGGG,ZSTX,,B-30CD,37000,,11:15,13:00,1:45,,111,P,1234560,1
CSN,3628 (1),ZSTX,ZGGG,,B-30CD,38000,,13:50,15:45,1:55,,111,P,1350,1
CSN,3628 (2),ZSTX,ZGGG,,B-30CD,38000,,13:50,15:50,2:00,,111,P,246,1
CSN,3631 (1A),ZGSZ,ZGMX,,B-309X,23000,,3:55,5:05,1:10,,71,P,23456,1
CSN,3631 (1B),ZGMX,ZSHZ,,B-309X,38000,,5:50,8:30,2:40,,136,P,1234560,1
CSN,3631 (2A),ZGSZ,ZGMX,,B-309X,23000,,4:00,5:05,1:05,,71,P,10,1
CSN,3632 (1A),ZSHZ,ZGMX,,B-309X,37000,,9:15,11:50,2:35,,136,P,23560,1
CSN,3632 (1B),ZGMX,ZGSZ,,B-309X,24000,,12:35,13:50,1:15,,71,P,23560,1
CSN,3632 (2A),ZSHZ,ZGMX,,B-309X,37000,,9:15,11:55,2:40,,136,P,14,1
CSN,3632 (2B),ZGMX,ZGSZ,,B-309X,24000,,12:45,14:00,1:15,,71,P,14,1
CSN,3633,ZGSZ,ZYHB,,B-30F8,37000,,4:35,9:15,4:40,,246,P,1234560,1
CSN,3634,ZYHB,ZGSZ,,B-30F8,38000,,10:15,14:55,4:40,,246,P,1234560,1
CSN,3635 (1),ZGGG,ZSLG,,B-301H,37000,,23:30,1:55,2:25,,145,P,12460,1
CSN,3635 (2),ZGGG,ZSLG,,B-301H,37000,,23:15,1:55,2:40,,145,P,35,1
CSN,3636,ZSLG,ZGGG,,B-301H,38000,,2:50,5:30,2:40,,145,P,1234560,1
CSN,3637 (A),ZGGG,ZSGZ,,B-653J,23000,,6:05,7:05,1:00,,72,P,1234560,1
CSN,3637 (B),ZSGZ,ZSCG,,B-653J,37000,,8:00,9:40,1:40,,109,P,1234560,1
CSN,3638 (A),ZSCG,ZSGZ,,B-653J,38000,,10:35,12:30,1:55,,109,P,1234560,1
CSN,3638 (B),ZSGZ,ZGGG,,B-653J,24000,,13:25,14:40,1:15,,72,P,1234560,1
CSN,3639,ZGGG,ZSNT,,B-6195,37000,,0:15,2:30,2:15,,136,P,1234560,1
CSN,3640,ZSNT,ZGGG,,B-6208,38000,,3:20,6:10,2:50,,136,P,1234560,1
CSN,3641,ZHCC,ZJSY,,B-5677,38000,,23:40,2:50,3:10,,180,P,1234560,1
CSN,3642,ZJSY,ZHCC,,B-2696,37000,,4:00,7:10,3:10,,180,P,246,1
CSN,3643,ZHHH,ZUCK,,B-5739,32000,,11:30,13:20,1:50,,102,P,1234560,1
CSN,3645,ZGGG,ZSNB,,B-30AK,37000,,1:40,3:45,2:05,,126,P,1234560,1
CSN,3646,ZSNB,ZGGG,,B-8368,38000,,5:00,7:15,2:15,,126,P,1234560,1
CSN,3647,ZGGG,ZSFZ,,B-5421,31000,,11:15,12:50,1:35,,100,P,1234560,1
CSN,3648,ZSFZ,ZGGG,,B-5421,32000,,14:05,15:50,1:45,,100,P,1234560,1
CSN,3649,ZGGG,ZSFZ,,B-5285,31000,,1:15,3:00,1:45,,100,P,1234560,1
CSN,3650,ZSFZ,ZGGG,,B-5285,32000,,3:55,5:50,1:55,,100,P,1234560,1
CSN,3651,ZUGY,ZSPD,,B-1955,37000,,0:05,2:30,2:25,,159,P,1234560,1
CSN,3652,ZSPD,ZUGY,,B-1239,38000,,3:35,6:40,3:05,,159,P,1234560,1
CSN,3654,ZBAD,ZUGY,,B-6068,38000,,11:30,14:25,2:55,,169,P,1234560,1
CSN,3655 (A),ZUGY,ZSNJ,,B-1409,37000,,0:30,2:30,2:00,,142,P,1234560,1
CSN,3655 (B),ZSNJ,ZYTX,,B-1409,37000,,3:30,5:45,2:15,,133,P,1234560,1
CSN,3656 (A),ZYTX,ZSNJ,,B-1409,38000,,6:45,9:20,2:35,,133,P,1234560,1
CSN,3656 (B),ZSNJ,ZUGY,,B-1409,38000,,10:45,13:30,2:45,,142,P,1234560,1
CSN,3657,ZUGY,ZSPD,,B-1955,37000,,3:20,5:50,2:30,,159,P,1234560,1
CSN,3658,ZSPD,ZUGY,,B-5697,38000,,6:55,10:25,3:30,,159,P,1234560,1
CSN,3659,ZUGY,ZSAM,,B-206A,37000,,9:15,11:15,2:00,,132,P,1234560,1
CSN,3660,ZSAM,ZUGY,,B-206A,38000,,12:30,15:05,2:35,,132,P,1234560,1
CSN,3661,ZUGY,ZGGG,,B-1955,37000,,23:55,1:30,1:35,,103,P,1234560,1
CSN,3662,ZGGG,ZUGY,,B-1155,38000,,14:40,16:30,1:50,,103,P,1234560,1
CSN,3663,ZGGG,ZSJN,,B-6739,37000,,13:05,15:50,2:45,,159,P,1234560,1
CSN,3664 (1),ZSJN,ZGGG,,B-6739,38000,,0:05,2:55,2:50,,159,P,123560,1
CSN,3664 (2),ZSJN,ZGGG,,B-6739,38000,,0:05,3:00,2:55,,159,P,4,1
CSN,3665 (A),ZGSD,ZSOF,,B-1408,37000,,0:20,2:35,2:15,,132,P,1234560,1
CSN,3665 (B),ZSOF,ZYHB,,B-1408,37000,,3:40,6:45,3:05,,171,P,1234560,1
CSN,3666 (1A),ZYHB,ZSOF,,B-1408,38000,,8:15,11:30,3:15,,171,P,1234560,1
CSN,3666 (1B),ZSOF,ZGSD,,B-1408,38000,,12:30,15:00,2:30,,132,P,13450,1
CSN,3666 (2A),ZSOF,ZGSD,,B-1408,38000,,12:30,14:55,2:25,,132,P,26,1
CSN,3667,ZUGY,ZGSZ,,B-1780,37000,,1:00,2:45,1:45,,109,P,1234560,1
CSN,3668,ZGSZ,ZUGY,,B-1780,38000,,10:25,12:15,1:50,,109,P,1234560,1
CSN,3669,ZGSZ,ZJHK,,B-6307,28000,,1:15,2:30,1:15,,83,P,1234560,1
CSN,3670 (1),ZJHK,ZGSZ,,B-6307,27000,,3:40,4:55,1:15,,83,P,123456,1
CSN,3670 (2),ZJHK,ZGSZ,,B-6307,27000,,3:40,5:00,1:20,,83,P,0,1
CSN,3671,ZGGG,ZSNB,,B-6775,37000,,12:20,14:25,2:05,,126,P,1234560,1
CSN,3672,ZSNB,ZGGG,,B-6775,38000,,0:20,2:35,2:15,,126,P,1234560,1
CSN,3673,ZGSZ,ZUGY,,B-6265,38000,,0:05,1:50,1:45,,109,P,1234560,1
CSN,3674 (1),ZUGY,ZGSZ,,B-6265,37000,,3:05,5:00,1:55,,109,P,12560,1
CSN,3674 (2),ZUGY,ZGSZ,,B-6265,37000,,3:05,4:55,1:50,,109,P,34,1
CSN,3675,ZGGG,ZSWZ,,B-303W,37000,,5:25,7:10,1:45,,114,P,1234560,1
CSN,3676,ZSWZ,ZGGG,,B-303W,38000,,8:10,10:15,2:05,,114,P,1234560,1
CSN,3677,ZSPD,ZPPP,,B-8869,38000,,23:25,3:15,3:50,,189,P,1234560,1
CSN,3678,ZPPP,ZSPD,,B-8869,37000,,4:20,7:15,2:55,,189,P,1234560,1
CSN,3679,ZSPD,ZGSD,,B-8849,38000,,9:00,11:55,2:55,,143,P,1234560,1
CSN,3680,ZGSD,ZSPD,,B-6683,37000,,12:45,15:10,2:25,,143,P,1234560,1
CSN,3681,ZUGY,ZBAD,,B-5697,37000,,0:00,3:05,3:05,,169,P,1234560,1
CSN,3683,ZGGG,ZSYW,,B-5718,37000,,9:15,11:05,1:50,,117,P,135,1
CSN,3684 (1),ZSYW,ZGGG,,B-652Y,38000,,8:55,11:10,2:15,,117,P,123460,1
CSN,3684 (2),ZSYW,ZGGG,,B-652Y,38000,,8:55,10:55,2:00,,117,P,5,1
CSN,3685,ZUGY,ZBAD,,B-6069,37000,,1:00,4:05,3:05,,169,P,1234560,1
CSN,3686,ZBAD,ZUGY,,B-5697,38000,,5:20,8:25,3:05,,169,P,1234560,1
CSN,3687,ZUGY,ZBAD,,B-6068,37000,,7:00,10:15,3:15,,169,P,1234560,1
CSN,3688,ZBAD,ZUGY,,B-6068,38000,,4:20,7:25,3:05,,169,P,1234560,1
CSN,3689,ZGSD,ZSPD,,B-5166,37000,,0:35,3:05,2:30,,143,P,1234560,1
CSN,3690,ZSPD,ZGSD,,B-5166,38000,,4:20,7:20,3:00,,143,P,1234560,1
CSN,3691,ZUGY,ZGGG,,B-1299,37000,,8:05,9:40,1:35,,103,P,1234560,1
CSN,3692,ZGGG,ZUGY,,B-5190,38000,,6:55,8:40,1:45,,103,P,1234560,1
CSN,3695 (A),ZGGG,ZHHH,,B-5041,37000,,1:30,3:20,1:50,,108,P,1350,1
CSN,3695 (B),ZHHH,ZLGY,,B-5020,38000,,4:20,6:35,2:15,,117,P,1350,1
CSN,3696 (1A),ZLGY,ZHHH,,B-5020,37000,,7:40,10:00,2:20,,117,P,130,1
CSN,3696 (1B),ZHHH,ZGGG,,B-5445,38000,,11:00,12:50,1:50,,108,P,1350,1
CSN,3696 (2A),ZLGY,ZHHH,,B-5020,37000,,7:40,9:55,2:15,,117,P,5,1
CSN,3697,ZGGG,ZSNJ,,B-6201,37000,,10:10,12:25,2:15,,126,P,1234560,1
CSN,3698,ZSNJ,ZGGG,,B-6201,38000,,13:40,15:55,2:15,,126,P,1234560,1
CSN,3699,ZGGG,ZSNJ,,B-2408,37000,,6:15,8:30,2:15,,126,P,1234560,1
CSN,3700,ZSNJ,ZGGG,,B-6782,38000,,9:45,12:10,2:25,,126,P,1234560,1
CSN,3701,ZGGG,ZBYN,,B-1087,38000,,0:10,2:50,2:40,,162,P,1234560,1
CSN,3702,ZBYN,ZGGG,,B-303W,37000,,3:40,6:40,3:00,,162,P,1234560,1
CSN,3703,ZGGG,ZBYN,,B-5421,38000,,9:05,12:00,2:55,,162,P,1234560,1
